idiom,meaning
불 을 맞,탄 알 에 맞
불 받,남 에게 크 ᆫ 모욕 을 당하 거나 재해 를 입
불 을 받,남 에게 크 ᆫ 모욕 을 당하 거나 재해 를 입
불 보 듯 뻔하,앞 으로 일어나 ᆯ 일 이 의심 하 ᆯ 여지 가 없이 아주 명백 하
불 보 듯 훤 하,앞 으로 일어나 ᆯ 일 이 의심 하 ᆯ 여지 가 없이 아주 명백 하
불 을 보 듯 뻔하,앞 으로 일어나 ᆯ 일 이 의심 하 ᆯ 여지 가 없이 아주 명백 하
불 을 보 듯 훤 하,앞 으로 일어나 ᆯ 일 이 의심 하 ᆯ 여지 가 없이 아주 명백 하
불 주,남 에게 크 ᆫ 곤욕 이나 해 를 입히
불 을 주,남 에게 크 ᆫ 곤욕 이나 해 를 입히
불 이 ᆯ 듯,어떤 형세 가 빠르 고 성하
불 이 일 듯,어떤 형세 가 빠르 고 성하
불 꽃 튀,겨루 는 모양 이 치열 하
불 꽃 이 튀,겨루 는 모양 이 치열 하
불 아 내 ᆫ 놈 이 불이 야 하 ᆫ다,지은 죄 를 숨기 려고 하 ᆫ 짓 이 도리어 죄 를 드러내 고 말
불 똥 튀,재앙 이나 화 가 미치
불 똥 이 튀,재앙 이나 화 가 미치
불 똥 이 떨어지,꾸지람 을 듣 거나 벌 을 받
불 사 세 이 다,"토속 신앙 에서 , 조상 가운데 불사 가 되 ᆫ 사람 이 있 어서 자손 을 기르 기 에 힘 이 들 ㄴ다"
불사 가 세,"토속 신앙 에서 , 조상 가운데 불사 가 되 ᆫ 사람 이 있 어서 자손 을 기르 기 에 힘 이 들 ㄴ다"
불 을 끄,급하 ᆫ 일 을 처리 하
불 을 뿜,총구 에서 총 알 이 나가
불 을 토하,총구 에서 총 알 이 나가
불 이 나,뜻밖에 몹시 화 가 나 는 일 을 당하 여 감정 이 격렬 하 아 지
불 이 일 이 다,뜻밖에 몹시 화 가 나 는 일 을 당하 여 감정 이 격렬 하 아 지
불 집 을 건드리,말썽 이나 위험 을 스스로 불러들이
불 집 을 내,말썽 이나 위험 을 스스로 불러들이
불 집 을 일으키,말썽 을 일으키
불행 중 다행,불행 가운데 서 그나마 그만 하 면 다행
붓 을 꺾,글 을 쓰 는 문필 활동 에 관하 ᆫ 희망 을 버리 고 다른 일 을 하
붓 을 던지,글 을 쓰 는 문필 활동 에 관하 ᆫ 희망 을 버리 고 다른 일 을 하
붓 을 놓,글 을 매듭짓 고 그만 쓰
붓 을 대,글 이나 글씨 를 쓰
붓 을 들,문필 활동 을 시작 하
붓 이 가볍,짓 는 글 이 막히 지 않 고 순조 롭 게 잘 쓰 어 지
붓 이 나가,짓 는 글 이 순조 롭 게 되 어 가
비 묻,비 가 내리 ᆯ 수 있 는 눅눅 하 ᆫ 기운 을 품
비 가 묻,비 가 내리 ᆯ 수 있 는 눅눅 하 ᆫ 기운 을 품
비 가 오 나 눈 이 오,아무리 어려움 이 있 어도 언제나 한결같이
비교 도 되 지 않,어느 것 이 월등 하 게 뛰어나 아 다른 것 이 견주 ᆯ 만 하 ᆫ 가치 도 없
비단 방석 에 앉,매우 훌륭 하 고 보 람 있 는 지위 나 자리 를 차지 하
비단 보 를 씌우,속 은 보잘것없 는데 겉 만 아름답 게 보이 게 하
비단 보자기 를 씌우,속 은 보잘것없 는데 겉 만 아름답 게 보이 게 하
비린 내 나,정신 적 으로 나 육체 적 으로 성숙 하 지 못하 ᆫ 태도 나 기색 이 보이
비린 내 가 나,정신 적 으로 나 육체 적 으로 성숙 하 지 못하 ᆫ 태도 나 기색 이 보이
비 오,눈 물 이나 땀 따위 가 줄줄 많이 쏟아지
비위 사납,마음 에 거슬리 어 아니꼽
비위 가 사납,마음 에 거슬리 어 아니꼽
비위 상하,비위 가 좋 지 않 아 금방 게우 ᆯ 듯 하 여 지
비위 뒤집히,비위 가 좋 지 않 아 금방 게우 ᆯ 듯 하 여 지
비위 가 상하,비위 가 좋 지 않 아 금방 게우 ᆯ 듯 하 여 지
비위 가 뒤집히,비위 가 좋 지 않 아 금방 게우 ᆯ 듯 하 여 지
비위 뒤집,말 따위 로 아니꼽 게 하 거나 속 을 상하 게 하
비위 를 뒤집,말 따위 로 아니꼽 게 하 거나 속 을 상하 게 하
비위 쓰,비위 좋 게 도 아니꼽 고 싫 은 일 을 일부러 하
비위 를 쓰,비위 좋 게 도 아니꼽 고 싫 은 일 을 일부러 하
비위 팔,마음 에 거슬리 는 것 을 꾹 참
비위 를 팔,마음 에 거슬리 는 것 을 꾹 참
비점 을 찍,고르 ㅏ서 뽑
비하 ᆯ 바 없,차이 가 너무 크 어서 비기 ᆯ 데 가 없
비하 ᆯ 바 없이,차이 가 너무 크 어서 비기 ᆯ 데 가 없이
비행 기 태우,남 을 지나치 게 칭찬 하 거나 높이 추어올리 어 주
비행 기 를 태우,남 을 지나치 게 칭찬 하 거나 높이 추어올리 어 주
빈대 붙,남 에게 빌붙 어서 득 을 보
빈 손 으로 나앉,들이 ᆫ 노력 이 허사 로 되 어 아무것 도 얻 은 것 이 없이 하 던 일 에서 물러나
빈 손 털,가지 고 있 던 것 을 몽땅 털 어 내
빈 주먹 만 들,어떤 일 을 시작 하 ᆯ 때 에 아무것 도 가지 ᆫ 것 이 없
빗장 을 지르,마음 속 의 생각 을 남 에게 드러내 지 아니하 고 굳 게 감추
빙산 의 일각,대 부분 이 숨기 어 지 어 있 고 외부 로 나타나 아 있 는 것 은 극히 일 부분 에 지나 지 아니하
빙산 의 일각 一角,대 부분 이 숨기 어 지 어 있 고 외부 로 나타나 아 있 는 것 은 극히 일 부분 에 지나 지 아니하
빚 놓,여러 사람 에게 빚 을 주
빚 을 놓,여러 사람 에게 빚 을 주
빚 주,이자 를 받 기 로 하 고 돈 을 꾸 어 주
빚 을 주,이자 를 받 기 로 하 고 돈 을 꾸 어 주
빛 을 발하,저 의 능력 이나 값 어치 를 드러내
빛 을 보,업적 이나 보람 따위 가 드러나
빨갛 ᆫ 거짓 말,뻔히 드러나 ᆯ 만큼 터무니없 는 거짓 말
빨갛 ᆫ 상 놈,더 말 하 ᆯ 나위 없 는 상 놈
빳빳이 굶,먹 을 것 이 없 거나 먹 고 싶 지 않 아 아주 굶
빼 다 박,모양 이나 상황 따위 가 비슷 하
빼 다가 박,모양 이나 상황 따위 가 비슷 하
빼 도 박 도 못하,일 이 몹시 난처 하 게 되 어 그대로 하 ᆯ 수 도 그만두 ᆯ 수 도 없
뺑대 쑥 밭 이 되 었,집 터 따위 가 폐허 로 되 어 빈 터 만 남 았
뺑줄 치,남 의 물건 을 중간 에서 가로채
뺑줄 을 치,남 의 물건 을 중간 에서 가로채
뻘겋 ᆫ 거짓 말,뻔히 드러나 ᆯ 만큼 터무니없 는 거짓 말
뻘겋 ᆫ 상 놈,더 말 하 ᆯ 나위 없 는 상 놈
뼈 빠지 게,오랫 동안 육체 적 고통 을 견디 어 내 면서 힘겹 ᆫ 일 을 치르 어 나가
뼈 가 빠지 게,오랫 동안 육체 적 고통 을 견디 어 내 면서 힘겹 ᆫ 일 을 치르 어 나가
뼈 가 녹,어렵 거나 고되 ᆫ 일 로 고생 하
뼈 가 녹아나,어렵 거나 고되 ᆫ 일 로 고생 하
뼈 가 휘,오랫 동안 육체 적 고통 을 견디 어 내 면서 힘겹 ᆫ 일 을 치르 어 나가
뼈 다귀 녹이,마음 을 황홀 하 게 만들
뼈 다귀 를 녹이,마음 을 황홀 하 게 만들
뼈 대 있,심지 가 굳 고 줏 대 가 있
뼈 대 가 있,심지 가 굳 고 줏 대 가 있
뼈 대 가 굵 어 지,자라 서 성년 이 되
뼈 도 못 추리,죽 은 뒤 에 추리 ᆯ 뼈 조차 없 을 만큼 상대 와 싸움 의 적수 가 안 되 어 손실 만 보 고 전혀 남 는 것 이 없
뼈 를 긁어내,마음 속 의 고통 따위 가 몹시 심하
뼈 를 깎,몹시 견디 기 어렵 ᆯ 정도 로 고통 스럽
뼈 를 갈,몹시 견디 기 어렵 ᆯ 정도 로 고통 스럽
뼈 를 묻,단체 나 조직 에 평생토록 헌신 하
뼈 만 남,못 먹 거나 심하 게 앓 거나 하 여 지나치 게 여위
뼈 만 앙상 하,못 먹 거나 심하 게 앓 거나 하 여 지나치 게 여위
뼈 에 사무치,원한 이나 고통 따위 가 뼛 속 에 파고들 ᆯ 정도 로 깊 고 강 하
뼈 에 새기,가슴 에 새기
뼈 와 살 로 만들,"경험 , 사상 , 이론 따위 를 자기 의 확고 하 ᆫ 신념 으로 만들"
뼈 와 살 이 되,정신 적 으로 도움 이 되
뼛 골 빼,원기 가 탈진 하 여 힘 이 모두 없 어 지 게 하
뼛 골 을 빼,원기 가 탈진 하 여 힘 이 모두 없 어 지 게 하
뼛 골 빠지,육체 적 으로 매우 힘들 ᆫ 일 을 하 여 나가
뼛 골 이 빠지,육체 적 으로 매우 힘들 ᆫ 일 을 하 여 나가
뼛 골 아프,너무나 고통 스럽 어 뼛 속 까지 아프
뼛 골 이 아프,너무나 고통 스럽 어 뼛 속 까지 아프
뼛 골 에 사무치,뼈 에 사무치
뿌리 깊,어떤 일 이나 사물 의 연유 하 는 바 가 오래
뿌리 가 깊,어떤 일 이나 사물 의 연유 하 는 바 가 오래
뿌리 빠지,근원 까지 없 어 지 어 아무것 도 남 는 것 이 없 게 되
뿌리 가 빠지,근원 까지 없 어 지 어 아무것 도 남 는 것 이 없 게 되
뿌리 뽑,어떤 것 이 생겨나 고 자라 ᆯ 수 있 는 근원 을 없애 ㅓ 버리
뿌리 를 뽑,어떤 것 이 생겨나 고 자라 ᆯ 수 있 는 근원 을 없애 ㅓ 버리
뿌리 뽑히,어떤 것 이 생겨나 고 자라 ᆯ 수 있 는 근원 이 없 어 지
사개 맞,말 이나 사리 의 앞 뒤 관계 가 빈틈없이 딱 들어맞
사개 가 맞,말 이나 사리 의 앞 뒤 관계 가 빈틈없이 딱 들어맞
사관 트,사관 에 침 을 놓
사관 을 트,사관 에 침 을 놓
사납 은 암캐 같이 앙앙 하 ᆫ다,부녀 자 들 이 듣 기 싫 게 앙앙거리
사돈 의 팔촌,남 이나 다름없 는 멀 ᆫ 친척
사람 버리,좋 지 못하 ᆫ 사람 으로 되게 하 거나 사람 을 못 쓰 게 만들
사람 을 버리,좋 지 못하 ᆫ 사람 으로 되게 하 거나 사람 을 못 쓰 게 만들
사람 잡,사람 을 극심 하 ᆫ 곤경 에 몰아넣
사람 을 잡,사람 을 극심 하 ᆫ 곤경 에 몰아넣
사람 되,도덕 적 으로 나 인격 적 으로 사람 으로서 의 자질 을 갖추 ᆫ 인간 이 되
사람 이 되,도덕 적 으로 나 인격 적 으로 사람 으로서 의 자질 을 갖추 ᆫ 인간 이 되
사람 값 에 가,사람 으로 쳐주 ᆯ 만 하 ᆫ 가치 를 지니
사람 값 에 들,사람 이 라고 이 를 만하 ㄴ 가치 를 지니
사람 값 에 들 지 못하,사람 으로 쳐주 ᆯ 만 하 ᆫ 가치 에서 크 게 벗어나
사람 같 지 않,사람 으로서 마땅히 지니 어야 하 ᆯ 품행 이나 덕성 이 없
사람 살리 어,생명 에 위험 을 느끼 ᆯ 만큼 위급 하 ᆫ 상황 에 처하 았 을 때 외치 는 소리
사람 죽이,너무 힘겹 ᆫ 경우 를 당하 여 매우 힘들 고 고달프
사랑 을 속삭이,이성 간 에 사랑 의 말 을 주고받
사랑 의 보금 자리,서로 사랑 하 는 사람 끼리 만드 는 새 가정
사 를 보,일 처리 에서 어떤 사람 에게 이롭 도록 안면 을 보 거나 정실 에 흐르
사 를 두,일 처리 에서 어떤 사람 에게 이롭 도록 안면 을 보 거나 정실 에 흐르
사 를 쓰,일 처리 에서 공정 하 지 못하 게 안면 이나 정실 관계 를 이용 하
사색 없,태연 하 여 말 과 얼굴 빛 에 변하 ᄆ 이 없
사색 이 없,태연 하 여 말 과 얼굴 빛 에 변하 ᄆ 이 없
사 서 고생 하,고생 하 지 아니하 여도 되 ᆯ 일 을 저 의 스스로 만들 어 고생 하
사 서 고생 을 하,고생 하 지 아니하 여도 되 ᆯ 일 을 저 의 스스로 만들 어 고생 하
사성 보내,혼담 이 결정 되 어 사주 단자 를 적 어 보내
사성 을 보내,혼담 이 결정 되 어 사주 단자 를 적 어 보내
사성 가,혼담 이 결정 되 어 사주 단자 를 가지 고 가
사성 이 가,혼담 이 결정 되 어 사주 단자 를 가지 고 가
사성 오,혼담 이 결정 되 어 사주 단자 가 오
사성 이 오,혼담 이 결정 되 어 사주 단자 가 오
사시 나무 떨 ᆯ 듯,몸 을 몹시 떨
사이 뜨,사람 사이 의 관계 가 친밀 하 지 않 거나 벌어지
사이 가 뜨,사람 사이 의 관계 가 친밀 하 지 않 거나 벌어지
사정 두,남 의 형편 을 헤아리 어 생각 하
사정 을 두,남 의 형편 을 헤아리 어 생각 하
사족 못 쓰,무슨 일 에 반하 거나 혹하 여 꼼짝 못 하
사족 을 못 쓰,무슨 일 에 반하 거나 혹하 여 꼼짝 못 하
사 주 세,타고나 ᆫ 나쁘 ᆫ 운수 때문 에 살아가 는 데 에 파란 곡절 이 많
사주 가 세,타고나 ᆫ 나쁘 ᆫ 운수 때문 에 살아가 는 데 에 파란 곡절 이 많
사지 를 못 쓰,무슨 일 에 반하 거나 혹하 여 꼼짝 못 하
사지 를 펴,근심 이나 걱정 없이 마음 을 놓
사춤 치,담 이나 벽 따위 의 벌어지 ᆫ 틈 을 진 흙 따위 로 메우
사춤 을 치,담 이나 벽 따위 의 벌어지 ᆫ 틈 을 진 흙 따위 로 메우
사타구니 를 긁,알랑거리 며 남 에게 아첨 하
사흘 이 멀 다 하 고,일 의 횟수 가 매우 잦 게
삯 내,세 를 내
삯 을 내,세 를 내
산 보다,"천신 굿 에서 , 무당 이 그릇 에 대 추알 이나 잣 알 따위 를 놓 고 흔들 어서 떨어지 는 수효 로 점 을 치"
산 을 보,"천신 굿 에서 , 무당 이 그릇 에 대 추알 이나 잣 알 따위 를 놓 고 흔들 어서 떨어지 는 수효 로 점 을 치"
산 도 못 놓,수량 이 지나치 게 적 어 셈하 ᆯ 수 도 없
산 설고 물 설,타향 이 라서 모든 것 이 매우 낯설 고 서먹서먹 하
산 으로 들어가,승려 가 되
산 을 벗기,산 에 있 는 나무 를 다 베 어 내
산자 받,산자 를 엮 어서 깔
산자 를 받,산자 를 엮 어서 깔
산통 깨,다 잘 되 어 가 던 일 을 이루 지 못하 게 뒤틀
산통 을 깨,다 잘 되 어 가 던 일 을 이루 지 못하 게 뒤틀
산통 이 깨지,다 잘 되 어 가 던 일 이 뒤틀리
살 박,유달리 정성 을 들이
살 을 박,유달리 정성 을 들이
사 ᆯ 박아 치,매우 세차 게 때리
살 을 박 아 치,매우 세차 게 때리
살 붙이,바탕 에 여러 가지 를 덧붙이 어 보태
살 을 붙이,바탕 에 여러 가지 를 덧붙이 어 보태
살 섞,남녀 가 성교 하
살 을 섞,남녀 가 성교 하
살 잡,기울어지 ᆫ 집 따위 를 바로잡 아 세우
살 을 잡,기울어지 ᆫ 집 따위 를 바로잡 아 세우
살 가,대수롭 지 않 은 일 이 ᆫ데 도 공교 롭 게 해 를 입
살 이 가,대수롭 지 않 은 일 이 ᆫ데 도 공교 롭 게 해 를 입
사 ᆯ 깊,몸 의 어떤 부분 에 살 이 많이 붙 어 있 어서 살 이 두껍
살 이 깊,몸 의 어떤 부분 에 살 이 많이 붙 어 있 어서 살 이 두껍
살 나가,띠앗 없 게 하 는 기운 이 떨어지 어 나가
살 이 나가,띠앗 없 게 하 는 기운 이 떨어지 어 나가
살 내리,불길 하 ᆫ 기운 이 떨어지 어 나가
살 이 내리,불길 하 ᆫ 기운 이 떨어지 어 나가
살 돋 아시,독살 이 나
살 이 돋 아시,독살 이 나
살 박히,독살 이 나타나
살 이 박히,독살 이 나타나
살 붙,불길 하 ᆫ 기운 이 들러붙
살 이 붙,불길 하 ᆫ 기운 이 들러붙
사 ᆯ 세,운수 가 나쁘
살 이 세,운수 가 나쁘
살 오르,불길 하 ᆫ 기운 이 들러붙
살 이 오르,불길 하 ᆫ 기운 이 들러붙
살 잡히,구김 살 이 지
살 이 잡히,구김 살 이 지
살 구 멍 뚫,살아가 ᆯ 길 을 찾아내
사 ᆯ 구멍 을 뚫,살아가 ᆯ 길 을 찾아내
살 로 가,먹 은 것 이 살 이 되
살살 기,두렵 어 행동 을 자유로이 하 지 못하
살 손 붙이,정성 을 다 하 여 힘껏 하
살 손 을 붙이,정성 을 다 하 여 힘껏 하
살 얼음 을 밟,위태위태 하 여 마음 이 몹시 불안 하
살 얼음 을 밟,겁 이 나 서 매우 조심 스럽 게
살 을 깎 고 뼈 를 갈,몸 이 야위 ᆯ 만큼 몹시 고생 하 며 애쓰
살 을 떨,몹시 무섭 거나 격분 하 여 온 몸 을 떨
살 을 먹이,화살 을 활 시위 에 대 고 활 을 당기
살 을 박,남 을 공박 하 며 독살 스럽 게 말 하
살 을 붙이 고 살,어떤 곳 을 근거 지 로 삼 아 누르 어 살
살 을 에고 소금 치 는 소리,따끔 하 고 신랄 하 ᆫ 말
살 이 끼,불길 하 ᆫ 기운 이 들러붙
살 이 라도 베 어 먹이,저 의 몸 의 살 까지 도 베 어 먹이 ᆯ 만큼 알뜰히 보살피 어 주
살 이 뻗치,불길 하 ᆫ 기운 이 들러붙
살 이 아서 이,불길 하 ᆫ 기운 이 들러붙
살인 을 메,살인 죄 를 뒤집어쓰
살 점 을 베 어 주 고 싶,무엇 이나 다 아낌없이 주 고 싶
삼 가르,아이 를 낳 은 뒤 에 탯 줄 을 끊
삼 을 가르,아이 를 낳 은 뒤 에 탯 줄 을 끊
삼 단 같 은 머리,숱 이 많 고 길 ᆫ 머리
삼 단 같 은 불 길,위 로 솟구치 며 세차 게 활활 타 는 불 길
삼 대 구 년 만 에,매우 오랜 만 에
삼 대 들어서,곧 고 길 ᆫ 물건 이 빽빽이 모이 어 서 ᆫ 모양
삼 대 쓰러지,무더기 로 쓰러지 는 모양
삼문 잡,삼문 을 열
삼문 을 잡,삼문 을 열
삼사 월 긴긴 하 아,음력 삼사 월 의 몹시 길 고 지루 하 ᆫ 낮
삼 십 리 강짜,매우 심하 ᆫ 시기 나 질투
삼 십 육계 놓,급하 게 도망 을 치
삼 십 육계 부르,급하 게 도망 을 치
삼 십 육계 찾,급하 게 도망 을 치
삼 십 육계 를 놓,급하 게 도망 을 치
삼 십 육계 를 부르,급하 게 도망 을 치
삼 십 육계 를 찾,급하 게 도망 을 치
삼 십 육계 줄 행랑 을 놓,매우 급하 게 도망 을 치
삼 십 육계 줄 행랑 을 부르,매우 급하 게 도망 을 치
삼 십 육계 줄 행랑 을 치,매우 급하 게 도망 을 치
삼 일 안 새 색시,결혼 하 ᆫ 지 삼 일 도 안 되 ᆫ 새 색시
삼 정승 육 판서,모든 벼슬 아치
삼천 갑자 동방삭,장수 하 는 사람
삿 갓 씌우,손해 를 입히 거나 책임 을 지우
삿 갓 을 씌우,손해 를 입히 거나 책임 을 지우
상 보이,앞 날 의 길흉 화복 을 알 기 위하 여 남 에게 관상 을 보이 어 주
상 뵈,앞 날 의 길흉 화복 을 알 기 위하 여 남 에게 관상 을 보이 어 주
상 을 보이,앞 날 의 길흉 화복 을 알 기 위하 여 남 에게 관상 을 보이 어 주
상 을 뵈,앞 날 의 길흉 화복 을 알 기 위하 여 남 에게 관상 을 보이 어 주
상 다리 가 부러지,상 에 음식 을 매우 많이 차리 어 놓
상 다리 가 휘어지,상 에 음식 을 매우 많이 차리 어 놓
상승 가도 를 달리,상승 하 는 기세 를 몰 아 계속 나아가
